user_id,channel,marketing_cost_eur
3,google_ads,42.88
6,google_ads,42.88
7,google_ads,42.88
8,google_ads,42.88
14,google_ads,42.88
15,google_ads,42.88
19,google_ads,42.88
25,google_ads,42.88
28,google_ads,42.88
34,google_ads,42.88
40,google_ads,42.88
44,google_ads,42.88
46,google_ads,42.88
47,google_ads,42.88
51,google_ads,42.88
53,google_ads,42.88
1460,referral,25.00
1477,referral,25.00
1479,referral,25.00
1496,referral,25.00
1514,referral,25.00
1517,referral,25.00
1524,referral,25.00
1530,referral,25.00
1533,referral,25.00
1537,referral,25.00
1538,referral,25.00
1556,referral,25.00
1557,referral,25.00
1558,referral,25.00
1897,email,21.90
1988,email,21.90
1261,meta_ads,35.26
1263,meta_ads,35.26
1264,meta_ads,35.26
1268,meta_ads,35.26
1271,meta_ads,35.26
1275,meta_ads,35.26
1283,meta_ads,35.26
1284,meta_ads,35.26
1287,meta_ads,35.26
1288,meta_ads,35.26
1296,meta_ads,35.26
1303,meta_ads,35.26
1313,meta_ads,35.26
1319,meta_ads,35.26
1335,meta_ads,35.26
1342,meta_ads,35.26
1343,meta_ads,35.26
1344,meta_ads,35.26
1349,meta_ads,35.26
1355,meta_ads,35.26
656,tiktok_ads,77.77
692,tiktok_ads,77.77
701,tiktok_ads,77.77
709,tiktok_ads,77.77
711,tiktok_ads,77.77
715,tiktok_ads,77.77
716,tiktok_ads,77.77
1776,meta_ads,17.33
1780,meta_ads,17.33
1783,meta_ads,17.33
1785,meta_ads,17.33
1787,meta_ads,17.33
1792,meta_ads,17.33
1797,meta_ads,17.33
1804,meta_ads,17.33
1815,meta_ads,17.33
1817,meta_ads,17.33
1821,meta_ads,17.33
1832,meta_ads,17.33
1839,meta_ads,17.33
1846,meta_ads,17.33
1855,meta_ads,17.33
1859,meta_ads,17.33
1872,meta_ads,17.33
1875,meta_ads,17.33
1882,meta_ads,17.33
1178,email,17.22
1186,email,17.22
1236,email,17.22
1241,email,17.22
1564,referral,25.00
1574,referral,25.00
1577,referral,25.00
1578,referral,25.00
1585,referral,25.00
1592,referral,25.00
1593,referral,25.00
1594,referral,25.00
1596,referral,25.00
1598,referral,25.00
1599,referral,25.00
1600,referral,25.00
1603,referral,25.00
1610,referral,25.00
1623,referral,25.00
1624,referral,25.00
1626,referral,25.00
1635,referral,25.00
1642,referral,25.00
1649,referral,25.00
1655,referral,25.00
1658,referral,25.00
1661,referral,25.00
1168,meta_ads,33.26
1170,meta_ads,33.26
1174,meta_ads,33.26
1175,meta_ads,33.26
1188,meta_ads,33.26
1192,meta_ads,33.26
1195,meta_ads,33.26
1198,meta_ads,33.26
1206,meta_ads,33.26
1213,meta_ads,33.26
1216,meta_ads,33.26
1222,meta_ads,33.26
1223,meta_ads,33.26
1229,meta_ads,33.26
1234,meta_ads,33.26
1240,meta_ads,33.26
1244,meta_ads,33.26
1245,meta_ads,33.26
1251,meta_ads,33.26
1258,meta_ads,33.26
1259,meta_ads,33.26
169,google_ads,39.06
177,google_ads,39.06
181,google_ads,39.06
182,google_ads,39.06
187,google_ads,39.06
189,google_ads,39.06
192,google_ads,39.06
195,google_ads,39.06
196,google_ads,39.06
197,google_ads,39.06
198,google_ads,39.06
199,google_ads,39.06
203,google_ads,39.06
204,google_ads,39.06
206,google_ads,39.06
208,google_ads,39.06
210,google_ads,39.06
212,google_ads,39.06
213,google_ads,39.06
214,google_ads,39.06
215,google_ads,39.06
216,google_ads,39.06
223,google_ads,39.06
226,google_ads,39.06
112,tiktok_ads,23.41
116,tiktok_ads,23.41
120,tiktok_ads,23.41
128,tiktok_ads,23.41
130,tiktok_ads,23.41
145,tiktok_ads,23.41
159,tiktok_ads,23.41
160,tiktok_ads,23.41
1901,tiktok_ads,39.47
1911,tiktok_ads,39.47
1921,tiktok_ads,39.47
1925,tiktok_ads,39.47
1928,tiktok_ads,39.47
1929,tiktok_ads,39.47
1937,tiktok_ads,39.47
1959,tiktok_ads,39.47
1980,tiktok_ads,39.47
380,referral,25.00
384,referral,25.00
387,referral,25.00
392,referral,25.00
394,referral,25.00
396,referral,25.00
401,referral,25.00
410,referral,25.00
412,referral,25.00
413,referral,25.00
420,referral,25.00
423,referral,25.00
425,referral,25.00
369,referral,25.00
371,referral,25.00
373,referral,25.00
55,google_ads,23.94
58,google_ads,23.94
62,google_ads,23.94
68,google_ads,23.94
69,google_ads,23.94
70,google_ads,23.94
72,google_ads,23.94
75,google_ads,23.94
76,google_ads,23.94
83,google_ads,23.94
91,google_ads,23.94
92,google_ads,23.94
96,google_ads,23.94
98,google_ads,23.94
106,google_ads,23.94
170,email,49.69
185,email,49.69
56,meta_ads,35.98
63,meta_ads,35.98
66,meta_ads,35.98
77,meta_ads,35.98
80,meta_ads,35.98
88,meta_ads,35.98
90,meta_ads,35.98
97,meta_ads,35.98
100,meta_ads,35.98
101,meta_ads,35.98
102,meta_ads,35.98
109,meta_ads,35.98
114,referral,25.00
123,referral,25.00
124,referral,25.00
131,referral,25.00
133,referral,25.00
147,referral,25.00
149,referral,25.00
151,referral,25.00
155,referral,25.00
156,referral,25.00
164,referral,25.00
167,referral,25.00
234,google_ads,38.18
238,google_ads,38.18
240,google_ads,38.18
244,google_ads,38.18
253,google_ads,38.18
258,google_ads,38.18
261,google_ads,38.18
262,google_ads,38.18
264,google_ads,38.18
265,google_ads,38.18
269,google_ads,38.18
270,google_ads,38.18
271,google_ads,38.18
272,google_ads,38.18
274,google_ads,38.18
275,google_ads,38.18
278,google_ads,38.18
279,google_ads,38.18
281,google_ads,38.18
284,google_ads,38.18
286,google_ads,38.18
287,google_ads,38.18
288,google_ads,38.18
290,google_ads,38.18
1144,tiktok_ads,21.76
1163,tiktok_ads,21.76
1164,tiktok_ads,21.76
1081,tiktok_ads,21.76
1082,tiktok_ads,21.76
1083,tiktok_ads,21.76
1093,tiktok_ads,21.76
1095,tiktok_ads,21.76
1102,tiktok_ads,21.76
1107,tiktok_ads,21.76
1122,tiktok_ads,21.76
1129,tiktok_ads,21.76
1478,google_ads,22.59
1480,google_ads,22.59
1492,google_ads,22.59
1500,google_ads,22.59
1501,google_ads,22.59
1504,google_ads,22.59
1505,google_ads,22.59
1509,google_ads,22.59
1512,google_ads,22.59
1513,google_ads,22.59
1520,google_ads,22.59
1527,google_ads,22.59
1528,google_ads,22.59
1529,google_ads,22.59
1531,google_ads,22.59
1532,google_ads,22.59
1534,google_ads,22.59
1535,google_ads,22.59
1536,google_ads,22.59
1540,google_ads,22.59
1542,google_ads,22.59
1544,google_ads,22.59
1545,google_ads,22.59
1549,google_ads,22.59
1550,google_ads,22.59
1561,google_ads,22.59
1459,google_ads,22.59
1461,google_ads,22.59
1463,google_ads,22.59
1465,google_ads,22.59
1467,google_ads,22.59
1468,google_ads,22.59
1472,google_ads,22.59
1475,google_ads,22.59
1562,google_ads,21.85
1563,google_ads,21.85
1567,google_ads,21.85
1568,google_ads,21.85
1569,google_ads,21.85
1571,google_ads,21.85
1572,google_ads,21.85
1573,google_ads,21.85
1575,google_ads,21.85
1580,google_ads,21.85
1581,google_ads,21.85
1583,google_ads,21.85
1584,google_ads,21.85
1587,google_ads,21.85
1590,google_ads,21.85
1595,google_ads,21.85
1597,google_ads,21.85
1602,google_ads,21.85
1604,google_ads,21.85
1605,google_ads,21.85
1608,google_ads,21.85
1609,google_ads,21.85
1613,google_ads,21.85
1616,google_ads,21.85
1617,google_ads,21.85
1621,google_ads,21.85
1625,google_ads,21.85
1628,google_ads,21.85
1629,google_ads,21.85
1634,google_ads,21.85
1638,google_ads,21.85
1640,google_ads,21.85
1643,google_ads,21.85
1645,google_ads,21.85
1647,google_ads,21.85
1650,google_ads,21.85
1652,google_ads,21.85
1656,google_ads,21.85
1660,google_ads,21.85
1664,google_ads,21.85
1665,google_ads,21.85
1666,google_ads,21.85
984,referral,25.00
989,referral,25.00
992,referral,25.00
995,referral,25.00
999,referral,25.00
1002,referral,25.00
1003,referral,25.00
1008,referral,25.00
1011,referral,25.00
1012,referral,25.00
1013,referral,25.00
1018,referral,25.00
1019,referral,25.00
1040,referral,25.00
1041,referral,25.00
1043,referral,25.00
1047,referral,25.00
1049,referral,25.00
1050,referral,25.00
1051,referral,25.00
1054,referral,25.00
1057,referral,25.00
1058,referral,25.00
1060,referral,25.00
1068,referral,25.00
1071,referral,25.00
1525,tiktok_ads,48.94
1551,tiktok_ads,48.94
1560,tiktok_ads,48.94
1470,tiktok_ads,48.94
1473,tiktok_ads,48.94
1488,tiktok_ads,48.94
1490,tiktok_ads,48.94
1495,tiktok_ads,48.94
1506,tiktok_ads,48.94
819,referral,25.00
820,referral,25.00
826,referral,25.00
831,referral,25.00
834,referral,25.00
846,referral,25.00
848,referral,25.00
852,referral,25.00
856,referral,25.00
859,referral,25.00
861,referral,25.00
862,referral,25.00
868,referral,25.00
869,referral,25.00
870,referral,25.00
886,referral,25.00
889,referral,25.00
891,referral,25.00
649,google_ads,37.34
653,google_ads,37.34
654,google_ads,37.34
655,google_ads,37.34
657,google_ads,37.34
658,google_ads,37.34
659,google_ads,37.34
660,google_ads,37.34
665,google_ads,37.34
673,google_ads,37.34
674,google_ads,37.34
675,google_ads,37.34
678,google_ads,37.34
679,google_ads,37.34
680,google_ads,37.34
681,google_ads,37.34
689,google_ads,37.34
690,google_ads,37.34
696,google_ads,37.34
703,google_ads,37.34
704,google_ads,37.34
706,google_ads,37.34
707,google_ads,37.34
708,google_ads,37.34
717,google_ads,37.34
719,google_ads,37.34
721,google_ads,37.34
1803,email,34.82
1810,email,34.82
1876,email,34.82
496,email,89.63
441,affiliate,396.36
1381,email,31.65
1403,email,31.65
1434,email,31.65
450,referral,25.00
451,referral,25.00
460,referral,25.00
467,referral,25.00
474,referral,25.00
479,referral,25.00
297,tiktok_ads,37.18
321,tiktok_ads,37.18
324,tiktok_ads,37.18
325,tiktok_ads,37.18
328,tiktok_ads,37.18
342,tiktok_ads,37.18
355,tiktok_ads,37.18
168,referral,25.00
176,referral,25.00
178,referral,25.00
179,referral,25.00
183,referral,25.00
188,referral,25.00
201,referral,25.00
209,referral,25.00
211,referral,25.00
1169,google_ads,24.61
1171,google_ads,24.61
1172,google_ads,24.61
1179,google_ads,24.61
1180,google_ads,24.61
1183,google_ads,24.61
1187,google_ads,24.61
1190,google_ads,24.61
1194,google_ads,24.61
1196,google_ads,24.61
1204,google_ads,24.61
1207,google_ads,24.61
1211,google_ads,24.61
1215,google_ads,24.61
1219,google_ads,24.61
1220,google_ads,24.61
1221,google_ads,24.61
1224,google_ads,24.61
1226,google_ads,24.61
1227,google_ads,24.61
1232,google_ads,24.61
1235,google_ads,24.61
1238,google_ads,24.61
1239,google_ads,24.61
1242,google_ads,24.61
1243,google_ads,24.61
1247,google_ads,24.61
1250,google_ads,24.61
1252,google_ads,24.61
1254,google_ads,24.61
1257,google_ads,24.61
1302,referral,25.00
1304,referral,25.00
1312,referral,25.00
1330,referral,25.00
1332,referral,25.00
1336,referral,25.00
1338,referral,25.00
1345,referral,25.00
1279,referral,25.00
1289,referral,25.00
1294,referral,25.00
1301,referral,25.00
429,meta_ads,48.13
436,meta_ads,48.13
439,meta_ads,48.13
452,meta_ads,48.13
453,meta_ads,48.13
459,meta_ads,48.13
461,meta_ads,48.13
462,meta_ads,48.13
466,meta_ads,48.13
469,meta_ads,48.13
477,meta_ads,48.13
481,meta_ads,48.13
485,meta_ads,48.13
486,meta_ads,48.13
492,meta_ads,48.13
1781,google_ads,10.29
1784,google_ads,10.29
1788,google_ads,10.29
1793,google_ads,10.29
1799,google_ads,10.29
1805,google_ads,10.29
1807,google_ads,10.29
1816,google_ads,10.29
1818,google_ads,10.29
1819,google_ads,10.29
1820,google_ads,10.29
1823,google_ads,10.29
1826,google_ads,10.29
1827,google_ads,10.29
1830,google_ads,10.29
1831,google_ads,10.29
1833,google_ads,10.29
1835,google_ads,10.29
1836,google_ads,10.29
1837,google_ads,10.29
1843,google_ads,10.29
1845,google_ads,10.29
1849,google_ads,10.29
1851,google_ads,10.29
1852,google_ads,10.29
1853,google_ads,10.29
1856,google_ads,10.29
1857,google_ads,10.29
1858,google_ads,10.29
1862,google_ads,10.29
1864,google_ads,10.29
1865,google_ads,10.29
1866,google_ads,10.29
1868,google_ads,10.29
1869,google_ads,10.29
1870,google_ads,10.29
1873,google_ads,10.29
1874,google_ads,10.29
1878,google_ads,10.29
1880,google_ads,10.29
1881,google_ads,10.29
1883,google_ads,10.29
1292,affiliate,87.97
1305,affiliate,87.97
915,referral,25.00
917,referral,25.00
920,referral,25.00
922,referral,25.00
923,referral,25.00
926,referral,25.00
927,referral,25.00
928,referral,25.00
933,referral,25.00
935,referral,25.00
936,referral,25.00
939,referral,25.00
950,referral,25.00
957,referral,25.00
961,referral,25.00
964,referral,25.00
972,referral,25.00
973,referral,25.00
975,referral,25.00
978,referral,25.00
1260,tiktok_ads,23.21
1265,tiktok_ads,23.21
1273,tiktok_ads,23.21
1281,tiktok_ads,23.21
1299,tiktok_ads,23.21
1300,tiktok_ads,23.21
1309,tiktok_ads,23.21
1327,tiktok_ads,23.21
1328,tiktok_ads,23.21
1339,tiktok_ads,23.21
1346,tiktok_ads,23.21
1356,tiktok_ads,23.21
409,email,46.71
293,meta_ads,30.75
298,meta_ads,30.75
312,meta_ads,30.75
317,meta_ads,30.75
332,meta_ads,30.75
336,meta_ads,30.75
341,meta_ads,30.75
344,meta_ads,30.75
430,tiktok_ads,35.63
431,tiktok_ads,35.63
445,tiktok_ads,35.63
455,tiktok_ads,35.63
458,tiktok_ads,35.63
468,tiktok_ads,35.63
482,tiktok_ads,35.63
982,email,91.23
1779,tiktok_ads,16.30
1786,tiktok_ads,16.30
1789,tiktok_ads,16.30
1795,tiktok_ads,16.30
1800,tiktok_ads,16.30
1801,tiktok_ads,16.30
1808,tiktok_ads,16.30
1812,tiktok_ads,16.30
1847,tiktok_ads,16.30
1861,tiktok_ads,16.30
117,meta_ads,87.38
118,meta_ads,87.38
122,meta_ads,87.38
129,meta_ads,87.38
134,meta_ads,87.38
137,meta_ads,87.38
166,meta_ads,87.38
1363,referral,25.00
1371,referral,25.00
1375,referral,25.00
1382,referral,25.00
1387,referral,25.00
1389,referral,25.00
1396,referral,25.00
1400,referral,25.00
1402,referral,25.00
1405,referral,25.00
1409,referral,25.00
1411,referral,25.00
1425,referral,25.00
1428,referral,25.00
1429,referral,25.00
1436,referral,25.00
1449,referral,25.00
1451,referral,25.00
1457,referral,25.00
1458,referral,25.00
1893,referral,25.00
1896,referral,25.00
